path,label,width,height,format,mode,valid
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_007.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_008.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_009.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_010.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_011.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_012.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_013.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_014.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_015.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_016.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_017.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_018.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_019.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_020.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_021.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_022.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_023.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_024.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_025.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_026.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_027.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_028.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_029.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_030.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_031.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_032.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_033.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_034.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_035.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_036.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_037.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_038.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_039.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_040.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_041.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_042.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_043.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_044.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_045.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_046.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_047.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_048.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_049.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_050.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_051.jpg,Granny-Smith,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_052.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_053.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_054.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_055.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_056.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_057.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_058.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Granny-Smith\Granny-Smith_059.jpg,Granny-Smith,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_001.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_002.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_003.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_004.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_005.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_006.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_007.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_008.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_009.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_010.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_011.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_012.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_013.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_014.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_015.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_016.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_017.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_018.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_019.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_020.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_021.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_022.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_023.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_024.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_025.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_026.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_027.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_028.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_029.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_030.jpg,Pink-Lady,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_031.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_032.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_033.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_034.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_035.jpg,Pink-Lady,348,464,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_036.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_037.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_038.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_039.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_040.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_041.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_042.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_043.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_044.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_045.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_046.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_047.jpg,Pink-Lady,348,348,JPEG,RGB,True
D:\Manav Konde\PROJECT\meal-planner\data\raw\grocery\dataset\train\Fruit\Apple\Pink-Lady\Pink-Lady_048.jpg,Pink-Lady,348,348,JPEG,RGB,True
